"fixed.acidity";"volatile.acidity";"citric.acid";"residual.sugar";"chlorides";"free.sulfur.dioxide";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality"
6.2;0.35;0.29;1.98787434815435;0.044;56;244;0.9956;3.36;-0.59783700075562;2.30258509299405;"6"
7.7;0.24;0.29;2.72785282839839;0.044;39;194;0.9982;3.06;-0.755022584278033;2.26176309847379;"7"
6.2;0.34;0.28;2.01490302054226;0.034;40;197;0.99485;3.14;-0.510825623765991;2.27212588550934;"5"
6.3;0.27;0.46;2.46385324059017;0.037;61;212;0.9971;3.25;-0.63487827243597;2.2512917986065;"6"
5.4;0.415;0.19;0.470003629245736;0.039;27;88;0.99265;3.54;-0.891598119283784;2.30258509299405;"7"
6.9;0.48;0.36;1.25276296849537;0.03;31;135;0.9904;3.14;-0.967584026261706;2.50143595173921;"7"
6.5;0.18;0.33;2.07944154167984;0.051;16;131;0.9965;3.28;-0.82098055206983;2.16332302566054;"7"
6.7;0.15;0.29;1.6094379124341;0.058;28;105;0.9946;3.52;-0.82098055206983;2.32238772029023;"7"
8.5;0.16;0.35;0.470003629245736;0.039;24;147;0.9935;2.96;-1.02165124753198;2.30258509299405;"5"
7.3;0.25;0.39;1.85629799036563;0.034;8;84;0.9942;3.18;-0.776528789498996;2.4423470353692;"5"
7.6;0.345;0.26;0.641853886172395;0.043;15;134;0.9936;3.08;-0.967584026261706;2.2512917986065;"5"
7.6;0.22;0.34;2.27212588550934;0.035;26;143;0.9965;3.08;-0.713349887877465;2.28238238567653;"6"
6.5;0.17;0.33;0.336472236621213;0.028;14;99;0.9928;3.23;-0.59783700075562;2.31253542384721;"6"
8.2;0.23;0.37;0.262364264467491;0.042;39;117;0.9928;2.99;-1.02165124753198;2.30258509299405;"5"
7.6;0.22;0.34;2.27212588550934;0.035;26;143;0.9965;3.08;-0.713349887877465;2.28238238567653;"6"
7.6;0.345;0.26;0.641853886172395;0.043;15;134;0.9936;3.08;-0.967584026261706;2.2512917986065;"5"
7.5;0.32;0.26;0.587786664902119;0.042;13;133;0.9938;3.07;-0.967584026261706;2.2512917986065;"5"
6.6;0.23;0.32;-0.105360515657826;0.041;25;79;0.9926;3.39;-0.616186139423817;2.32238772029023;"7"
6.6;0.2;0.32;0.0953101798043249;0.039;25;78;0.9926;3.39;-0.616186139423817;2.32238772029023;"7"
7.3;0.24;0.34;2.73436750941958;0.05;38;174;0.9983;3.03;-0.867500567704723;2.19722457733622;"6"
7.3;0.24;0.34;2.73436750941958;0.05;38;174;0.9983;3.03;-0.867500567704723;2.19722457733622;"6"
8;0.42;0.36;1.6094379124341;0.037;34;101;0.992;3.13;-0.562118918153541;2.50959926237837;"7"
7.3;0.24;0.34;2.73436750941958;0.05;38;174;0.9983;3.03;-0.867500567704723;2.19722457733622;"6"
6.1;0.19;0.25;1.38629436111989;0.023;23;112;0.9923;3.37;-0.673344553263766;2.45100509811232;"6"
5.9;0.26;0.21;2.52572864430826;0.034;36;152;0.9972;3.28;-0.843970070294529;2.2512917986065;"6"
8.3;0.23;0.43;1.16315080980568;0.035;14;101;0.9928;3.15;-1.02165124753198;2.4423470353692;"5"
6.5;0.34;0.28;0.587786664902119;0.041;43;188;0.9928;3.13;-0.994252273343867;2.26176309847379;"6"
6.8;0.22;0.35;2.86220088092947;0.039;38;153;0.9994;3.24;-0.867500567704723;2.19722457733622;"6"
6.5;0.08;0.33;0.641853886172395;0.028;23;93;0.991;3.34;-0.356674943938732;2.484906649788;"7"
5.5;0.42;0.09;0.470003629245736;0.019;18;68;0.9906;3.33;-0.673344553263766;2.43361335540045;"7"
5.1;0.42;0.01;0.405465108108164;0.017;25;102;0.9894;3.38;-1.02165124753198;2.50959926237837;"7"
6;0.27;0.19;0.53062825106217;0.02;24;110;0.9898;3.32;-0.755022584278033;2.53369681395743;"7"
6.8;0.22;0.35;2.86220088092947;0.039;38;153;0.9994;3.24;-0.867500567704723;2.19722457733622;"6"
6.5;0.08;0.33;0.641853886172395;0.028;23;93;0.991;3.34;-0.356674943938732;2.484906649788;"7"
7.6;0.3;0.25;1.45861502269952;0.054;22;111;0.9956;3.12;-0.713349887877465;2.21920348405499;"5"
6.6;0.13;0.3;1.58923520511658;0.058;47;131;0.9946;3.51;-0.798507696217772;2.33214389523559;"6"
6.5;0.14;0.33;2.02814824729229;0.05;53;189;0.9966;3.25;-0.713349887877465;2.15176220325946;"5"
7.7;0.28;0.33;1.90210752639692;0.037;32;155;0.9951;3.39;-0.478035800943;2.37024374146786;"7"
7.7;0.28;0.33;1.90210752639692;0.037;32;155;0.9951;3.39;-0.478035800943;2.37024374146786;"7"
5.1;0.39;0.21;0.53062825106217;0.027;15;72;0.9894;3.5;-0.798507696217772;2.52572864430826;"6"
5.7;0.36;0.34;1.43508452528932;0.026;21;77;0.9907;3.41;-0.798507696217772;2.47653840011748;"6"
6.9;0.19;0.33;0.470003629245736;0.043;63;149;0.9925;3.44;-0.653926467406664;2.37954613413017;"5"
6;0.41;0.21;0.641853886172395;0.05;29;122;0.9928;3.42;-0.653926467406664;2.35137525716348;"6"
7.4;0.28;0.3;1.66770682055808;0.054;44;161;0.9941;3.12;-0.7339691750802;2.33214389523559;"6"
7.4;0.3;0.3;1.64865862558738;0.053;45;163;0.9941;3.12;-0.798507696217772;2.33214389523559;"6"
6.9;0.19;0.33;0.470003629245736;0.043;63;149;0.9925;3.44;-0.653926467406664;2.37954613413017;"5"
7.7;0.28;0.39;2.18605127673809;0.036;8;117;0.9935;3.06;-0.967584026261706;2.484906649788;"7"
8.6;0.16;0.38;1.22377543162212;0.04;41;143;0.9932;2.95;-0.941608539858445;2.32238772029023;"6"
8.2;0.26;0.44;0.262364264467491;0.046;7;69;0.9944;3.14;-0.478035800943;2.32238772029023;"4"
6.5;0.25;0.27;2.72129542785223;0.049;75;217;0.9972;3.19;-0.941608539858445;2.29253475714054;"5"
7;0.24;0.18;0.262364264467491;0.046;9;62;0.994;3.38;-0.755022584278033;2.31253542384721;"4"
8.6;0.18;0.36;0.587786664902119;0.04;24;187;0.9956;3.25;-0.59783700075562;2.2512917986065;"6"
7.8;0.27;0.34;0.470003629245736;0.046;27;154;0.9927;3.05;-0.798507696217772;2.35137525716348;"6"
6;0.26;0.34;0.262364264467491;0.046;6;29;0.9924;3.29;-0.462035459596559;2.34180580614733;"5"
6.1;0.24;0.27;2.28238238567653;0.062;33;152;0.9966;3.31;-0.755022584278033;2.2512917986065;"6"
8;0.24;0.3;2.85933964864844;0.056;43;184;0.9997;3.05;-0.693147180559945;2.21920348405499;"6"
8;0.19;0.36;0.587786664902119;0.05;16;84;0.9936;3.15;-0.798507696217772;2.28238238567653;"7"
6.4;0.28;0.41;1.91692261218206;0.045;61;216;0.9952;3.09;-0.776528789498996;2.24070968927596;"5"
6.4;0.28;0.43;1.96009478404727;0.045;60;221;0.9952;3.09;-0.798507696217772;2.24070968927596;"6"
6.9;0.24;0.39;0.262364264467491;0.063;18;136;0.9928;3.31;-0.7339691750802;2.34180580614733;"7"
5.8;0.36;0.26;1.19392246847243;0.038;40;153;0.9911;3.34;-0.59783700075562;2.42480272571829;"6"
6.6;0.18;0.28;1.19392246847243;0.044;18;91;0.993;3.42;-0.446287102628419;2.37954613413017;"6"
5.8;0.36;0.26;1.19392246847243;0.038;40;153;0.9911;3.34;-0.59783700075562;2.42480272571829;"6"
6.6;0.22;0.37;0.182321556793955;0.059;45;199;0.993;3.37;-0.59783700075562;2.33214389523559;"7"
8.3;0.15;0.39;0.262364264467491;0.055;32;146;0.993;3.08;-0.941608539858445;2.35137525716348;"6"
7.6;0.16;0.44;0.336472236621213;0.043;25;109;0.9932;3.11;-0.287682072451781;2.33214389523559;"6"
7.7;0.16;0.41;0.53062825106217;0.048;60;173;0.9932;3.24;-0.415515443961666;2.41591377830105;"7"
8.3;0.16;0.48;0.53062825106217;0.057;31;98;0.9943;3.15;-0.891598119283784;2.33214389523559;"6"
6.2;0.25;0.47;2.45100509811232;0.048;62;210;0.9968;3.19;-0.693147180559945;2.2512917986065;"5"
7.6;0.39;0.22;1.02961941718116;0.036;19;113;0.9926;3.03;-1.23787435600162;2.32238772029023;"5"
7.6;0.16;0.44;0.336472236621213;0.043;25;109;0.9932;3.11;-0.287682072451781;2.33214389523559;"6"
7.1;0.18;0.42;0.336472236621213;0.045;47;157;0.9916;2.95;-1.17118298150295;2.35137525716348;"6"
8.3;0.14;0.26;0.405465108108164;0.049;56;189;0.9946;3.21;-0.478035800943;2.2512917986065;"6"
8.6;0.2;0.42;0.405465108108164;0.041;35;125;0.9925;3.11;-0.713349887877465;2.43361335540045;"7"
8.6;0.2;0.42;0.405465108108164;0.041;35;125;0.9925;3.11;-0.713349887877465;2.43361335540045;"7"
6.8;0.19;0.32;1.95302761682418;0.019;54;188;0.9935;3.25;-0.994252273343867;2.40694510831829;"8"
7.6;0.19;0.38;2.36085400111802;0.06;48;174;0.9962;3.13;-0.967584026261706;2.35137525716348;"6"
6.2;0.15;0.46;0.470003629245736;0.039;38;123;0.993;3.38;-0.673344553263766;2.27212588550934;"6"
6.6;0.14;0.44;0.470003629245736;0.042;47;140;0.993;3.32;-0.673344553263766;2.32238772029023;"6"
7;0.24;0.35;0.405465108108164;0.052;51;128;0.9941;3.41;-0.527632742082372;2.34180580614733;"7"
7.1;0.2;0.41;0.741937344729377;0.054;24;166;0.9948;3.48;-0.478035800943;2.35137525716348;"6"
6.2;0.34;0.29;2.02814824729229;0.047;45;232;0.9955;3.35;-0.478035800943;2.30258509299405;"6"
7.1;0.3;0.36;1.91692261218206;0.055;44.5;234;0.9972;3.49;-0.446287102628419;2.32238772029023;"6"
7.1;0.3;0.36;1.91692261218206;0.055;44.5;234;0.9972;3.49;-0.446287102628419;2.32238772029023;"6"
8.8;0.17;0.38;0.587786664902119;0.04;39;148;0.9942;3.16;-0.400477566597125;2.32238772029023;"6"
7.1;0.47;0.24;1.79175946922805;0.044;11;77;0.9956;3.21;-0.579818495252942;2.27212588550934;"5"
7.1;0.15;0.34;1.66770682055808;0.034;33;104;0.9953;3.37;-0.653926467406664;2.23001440015921;"7"
7.5;0.17;0.34;0.336472236621213;0.035;13;102;0.9918;3.05;-0.301105092783922;2.39789527279837;"5"
7.7;0.275;0.3;0;0.039;19;75;0.992;3.01;-0.579818495252942;2.37024374146786;"5"
7.5;0.33;0.48;2.96784707006446;0.048;55;243;1.001;2.95;-0.916290731874155;2.17475172148416;"5"
7.2;0.21;0.37;0.470003629245736;0.049;23;94;0.9924;3.16;-0.7339691750802;2.3887627892351;"7"
7.3;0.15;0.4;0.693147180559945;0.05;24;92;0.9932;3.14;-0.798507696217772;2.35137525716348;"5"
6.5;0.19;0.1;0.262364264467491;0.046;23;107;0.9937;3.29;-0.798507696217772;2.30258509299405;"5"
7;0.31;0.52;0.53062825106217;0.029;5;61;0.9918;3.07;-0.843970070294529;2.34180580614733;"5"
8.3;0.4;0.38;0.0953101798043249;0.038;15;75;0.9934;3.03;-0.843970070294529;2.21920348405499;"5"
6.1;0.37;0.36;1.54756250871601;0.035;36;116;0.991;3.31;-0.478035800943;2.53369681395743;"6"
7.3;0.24;0.34;2.01490302054226;0.048;29;152;0.9962;3.1;-0.616186139423817;2.19722457733622;"5"
7.6;0.29;0.42;0.262364264467491;0.035;18;86;0.9908;2.99;-0.941608539858445;2.42480272571829;"5"
7;0.31;0.52;0.53062825106217;0.029;5;61;0.9918;3.07;-0.843970070294529;2.34180580614733;"5"
8.6;0.26;0.41;0.78845736036427;0.049;29;111;0.9941;2.96;-0.82098055206983;2.30258509299405;"5"
7.5;0.21;0.34;0.182321556793955;0.06;26;111;0.9931;3.51;-0.755022584278033;2.37024374146786;"6"
7.5;0.21;0.34;0.182321556793955;0.06;26;111;0.9931;3.51;-0.755022584278033;2.37024374146786;"6"
8;0.26;0.36;0.693147180559945;0.054;30;121;0.992;3.09;-0.328504066972036;2.45100509811232;"7"
7;0.21;0.28;2.01490302054226;0.07;45;185;0.9966;3.34;-0.59783700075562;2.24070968927596;"5"
8.3;0.22;0.38;2.69462718077007;0.054;32;126;1.0002;3.22;-0.693147180559945;2.27212588550934;"5"
6.4;0.3;0.51;1.70474809223843;0.048;62;172;0.9942;3.08;-0.798507696217772;2.2082744135228;"6"
7.5;0.19;0.34;0.955511445027436;0.037;33;125;0.9923;3.1;-0.713349887877465;2.40694510831829;"7"
8.8;0.33;0.44;1.8484548129046;0.024;9;87;0.9917;2.96;-0.916290731874155;2.53369681395743;"7"
6.9;0.2;0.36;0.405465108108164;0.031;38;147;0.9931;3.35;-0.579818495252942;2.39789527279837;"6"
8;0.37;0.32;0.470003629245736;0.04;32;166;0.992;3;-0.59783700075562;2.42480272571829;"7"
8.3;0.22;0.38;2.69462718077007;0.054;32;126;1.0002;3.22;-0.693147180559945;2.27212588550934;"5"
8.2;0.29;0.33;2.2082744135228;0.036;28;118;0.9953;2.96;-0.916290731874155;2.3887627892351;"7"
7.7;0.34;0.3;2.07944154167984;0.048;25;192;0.9951;2.97;-0.755022584278033;2.3887627892351;"5"
6.4;0.4;0.19;1.16315080980568;0.033;28;124;0.9904;3.22;-0.616186139423817;2.54160199346455;"7"
7.5;0.28;0.33;2.04122032885964;0.048;42;180;0.9974;3.37;-0.527632742082372;2.31253542384721;"6"
7.8;0.26;0.44;0.262364264467491;0.037;43;132;0.9944;3.18;-0.430782916092454;2.30258509299405;"5"
6.5;0.26;0.34;2.79116510781272;0.051;56;197;1.0004;3.49;-0.867500567704723;2.28238238567653;"5"
6.3;0.34;0.29;1.82454929205105;0.046;29;227;0.9952;3.29;-0.63487827243597;2.31253542384721;"6"
6.8;0.15;0.33;1.54756250871601;0.059;31;118;0.9956;3.43;-0.941608539858445;2.19722457733622;"7"
6.3;0.27;0.25;1.75785791755237;0.038;52;155;0.995;3.28;-0.967584026261706;2.24070968927596;"6"
6.3;0.27;0.25;1.75785791755237;0.038;52;155;0.995;3.28;-0.967584026261706;2.24070968927596;"6"
7.4;0.2;0.37;2.83026783382646;0.048;43;190;0.9995;3.03;-0.867500567704723;2.21920348405499;"6"
6.3;0.23;0.21;1.62924053973028;0.035;29;142;0.9942;3.36;-1.10866262452161;2.31253542384721;"7"
5.2;0.24;0.45;1.33500106673234;0.027;21;128;0.992;3.55;-0.713349887877465;2.41591377830105;"8"
7;0.24;0.32;0.262364264467491;0.037;39;123;0.992;3.17;-0.867500567704723;2.41591377830105;"8"
7.4;0.2;0.37;2.83026783382646;0.048;43;190;0.9995;3.03;-0.867500567704723;2.21920348405499;"6"
7;0.17;0.33;1.38629436111989;0.034;17;127;0.9934;3.19;-0.941608539858445;2.36085400111802;"7"
7.2;0.21;0.35;2.67414864942653;0.048;35;178;0.9982;3.05;-0.755022584278033;2.18605127673809;"6"
7.1;0.21;0.4;0.182321556793955;0.069;24;156;0.9928;3.42;-0.843970070294529;2.36085400111802;"6"
8.4;0.17;0.31;1.90210752639692;0.038;29;132;0.9945;3.1;-1.13943428318836;2.36085400111802;"7"
7.4;0.24;0.31;2.12823170584927;0.045;52;183;0.9963;3.09;-1.13943428318836;2.17475172148416;"5"
6.5;0.28;0.26;2.17475172148416;0.04;44;139;0.9956;3.32;-0.994252273343867;2.32238772029023;"6"
6.3;0.23;0.21;1.62924053973028;0.035;29;142;0.9942;3.36;-1.10866262452161;2.31253542384721;"7"
6.5;0.29;0.25;2.36085400111802;0.039;32;120;0.9962;3.31;-1.07880966137193;2.31253542384721;"6"
6.3;0.27;0.25;1.75785791755237;0.038;52;155;0.995;3.28;-0.967584026261706;2.24070968927596;"6"
6.3;0.17;0.42;1.02961941718116;0.028;45;107;0.9908;3.27;-0.843970070294529;2.46809953147162;"6"
6.3;0.16;0.4;0.470003629245736;0.033;59;148;0.9914;3.44;-0.63487827243597;2.43361335540045;"5"
7.9;0.29;0.39;1.90210752639692;0.036;6;117;0.9938;3.12;-0.867500567704723;2.37024374146786;"5"
5.5;0.32;0.45;1.58923520511658;0.028;25;191;0.9922;3.51;-0.713349887877465;2.4423470353692;"7"
5.2;0.24;0.45;1.33500106673234;0.027;21;128;0.992;3.55;-0.713349887877465;2.41591377830105;"8"
7.2;0.37;0.15;0.693147180559945;0.029;27;87;0.9903;3.3;-0.527632742082372;2.53369681395743;"7"
6.1;0.29;0.27;0.53062825106217;0.024;13;76;0.9893;3.21;-0.673344553263766;2.53369681395743;"7"
7.2;0.37;0.15;0.693147180559945;0.029;27;87;0.9903;3.3;-0.527632742082372;2.53369681395743;"7"
8;0.18;0.37;0.262364264467491;0.04;15;96;0.9912;3.06;-0.49429632181478;2.4932054526027;"6"
6.5;0.22;0.34;2.484906649788;0.053;55;177;0.9983;3.52;-0.82098055206983;2.29253475714054;"6"
7.4;0.18;0.4;0.470003629245736;0.047;22;102;0.9937;3.28;-0.82098055206983;2.37024374146786;"5"
7;0.15;0.38;0.78845736036427;0.047;33;96;0.9928;3.13;-0.941608539858445;2.34180580614733;"8"
5.9;0.415;0.13;0.336472236621213;0.04;11;64;0.9922;3.29;-0.653926467406664;2.35137525716348;"5"
8.1;0.45;0.34;2.11625551480255;0.037;33;216;0.9976;3.31;-0.446287102628419;2.27212588550934;"5"
5.8;0.415;0.13;0.336472236621213;0.04;11;64;0.9922;3.29;-0.653926467406664;2.35137525716348;"5"
6.7;0.105;0.32;2.51769647261099;0.051;34;106;0.998;3.54;-0.798507696217772;2.21920348405499;"6"
6;0.4;0.3;0.470003629245736;0.047;30;117;0.9931;3.17;-0.7339691750802;2.31253542384721;"6"
6.6;0.25;0.39;0.371563556432483;0.04;40;89;0.9911;3.35;-0.916290731874155;2.43361335540045;"7"
6.5;0.115;0.29;0.667829372575655;0.038;73;166;0.989;3.12;-1.38629436111989;2.55722731136763;"7"
6.4;0.125;0.29;1.76644166124377;0.042;24;99;0.992;3.23;-1.13943428318836;2.484906649788;"7"
5.7;0.1;0.27;0.262364264467491;0.047;21;100;0.9928;3.27;-0.776528789498996;2.2512917986065;"5"
7.9;0.25;0.29;1.66770682055808;0.031;33;117;0.9918;3.06;-1.13943428318836;2.46809953147162;"7"
6.9;0.2;0.28;0.182321556793955;0.048;36;159;0.9936;3.19;-0.843970070294529;2.2082744135228;"6"
6.9;0.23;0.34;1.38629436111989;0.047;24;128;0.9944;3.2;-0.653926467406664;2.27212588550934;"6"
6.8;0.39;0.31;2.66374994220563;0.043;28;162;0.9988;3.17;-0.616186139423817;2.2082744135228;"5"
8.7;0.22;0.42;0.832909122935104;0.053;27;114;0.994;2.99;-0.843970070294529;2.30258509299405;"5"
7.4;0.41;0.34;1.54756250871601;0.042;19;127;0.9953;3.25;-0.867500567704723;2.34180580614733;"5"
6.7;0.25;0.34;2.55334381134123;0.048;30;161;0.9986;3.44;-0.755022584278033;2.2512917986065;"6"
6;0.26;0.42;1.64865862558738;0.027;70;178;0.9914;3.4;-0.916290731874155;2.50959926237837;"8"
6.1;0.31;0.37;2.12823170584927;0.031;70;170;0.9934;3.42;-0.916290731874155;2.45958884180371;"8"
7.2;0.24;0.3;0.470003629245736;0.048;27;131;0.9933;3.25;-0.798507696217772;2.35137525716348;"5"
7.2;0.25;0.32;0.405465108108164;0.047;27;132;0.9933;3.26;-0.82098055206983;2.35137525716348;"5"
6.8;0.32;0.18;2.01490302054226;0.041;71;223;0.9959;3.14;-0.891598119283784;2.18605127673809;"5"
7;0.17;0.37;1.7404661748405;0.025;29;111;0.9938;3.2;-0.713349887877465;2.37954613413017;"6"
6.7;0.25;0.23;1.97408102602201;0.038;61;220;0.9952;3.14;-1.04982212449868;2.2512917986065;"5"
6.9;0.32;0.17;2.02814824729229;0.042;69;219;0.9959;3.13;-0.916290731874155;2.18605127673809;"5"
6.8;0.32;0.18;2.01490302054226;0.041;71;223;0.9959;3.14;-0.891598119283784;2.18605127673809;"5"
5.3;0.395;0.07;0.262364264467491;0.035;26;102;0.992;3.5;-1.04982212449868;2.36085400111802;"6"
7.9;0.16;0.3;1.56861591791385;0.037;37;171;0.9967;3.47;-0.82098055206983;2.19722457733622;"4"
7.6;0.33;0.36;0.741937344729377;0.034;26;172;0.9944;3.42;-0.7339691750802;2.35137525716348;"4"
7.8;0.3;0.29;2.82435065679837;0.054;23;135;0.9998;3.16;-0.967584026261706;2.19722457733622;"6"
7.8;0.3;0.29;2.82435065679837;0.054;23;135;0.9998;3.16;-0.967584026261706;2.19722457733622;"6"
7.8;0.3;0.29;2.82435065679837;0.054;23;135;0.9998;3.16;-0.967584026261706;2.19722457733622;"6"
7.8;0.3;0.29;2.82435065679837;0.054;23;135;0.9998;3.16;-0.967584026261706;2.19722457733622;"6"
6.6;0.25;0.41;2.00148000021012;0.043;29;151;0.9946;3.15;-0.510825623765991;2.32238772029023;"7"
8.2;0.23;0.49;-0.105360515657826;0.057;15;73;0.9928;3.07;-0.967584026261706;2.34180580614733;"6"
6;0.24;0.32;1.84054963339749;0.03;34;129;0.9946;3.52;-0.891598119283784;2.34180580614733;"5"
6.1;0.45;0.27;-0.22314355131421;0.039;13;82;0.9927;3.23;-1.13943428318836;2.2512917986065;"5"
7.4;0.23;0.43;0.336472236621213;0.044;22;113;0.9938;3.22;-0.478035800943;2.36085400111802;"6"
7.2;0.2;0.38;0;0.037;21;74;0.9918;3.21;-0.994252273343867;2.39789527279837;"5"
7.7;0.25;0.43;1.50407739677627;0.062;20;115;0.9966;3.38;-0.693147180559945;2.29253475714054;"6"
7.6;0.21;0.44;0.641853886172395;0.036;10;119;0.9913;3.01;-0.356674943938732;2.54944517092557;"6"
7.4;0.22;0.33;0.693147180559945;0.045;31;101;0.9931;3.42;-0.59783700075562;2.43361335540045;"5"
7.2;0.26;0.26;2.54160199346455;0.036;49;214;0.9986;3.41;-0.693147180559945;2.30258509299405;"6"
6.4;0.25;0.41;2.15176220325946;0.042;57;173;0.9965;3;-0.82098055206983;2.2082744135228;"5"
6.3;0.32;0.35;2.40694510831829;0.039;29;198;0.9984;3.36;-0.693147180559945;2.24070968927596;"7"
6.8;0.25;0.29;0.693147180559945;0.042;19;189;0.9952;3.46;-0.616186139423817;2.32238772029023;"6"
7.2;0.2;0.25;1.50407739677627;0.044;31;109;0.9949;3.23;-1.02165124753198;2.24070968927596;"5"
7.5;0.42;0.45;2.2082744135228;0.029;20;125;0.996;3.12;-1.02165124753198;2.31253542384721;"6"
7.4;0.22;0.33;0.693147180559945;0.045;31;101;0.9931;3.42;-0.59783700075562;2.43361335540045;"5"
6.4;0.26;0.3;0.78845736036427;0.025;33;134;0.992;3.21;-0.755022584278033;2.36085400111802;"6"
7.9;0.46;0.32;1.41098697371026;0.033;40;138;0.9912;3.18;-0.82098055206983;2.54944517092557;"7"
7.5;0.32;0.37;0.182321556793955;0.048;22;184;0.9938;3.09;-0.843970070294529;2.23001440015921;"5"
6.6;0.21;0.38;0.78845736036427;0.026;40;104;0.9914;3.25;-0.916290731874155;2.40694510831829;"8"
7.1;0.21;0.3;0.336472236621213;0.037;45;143;0.9932;3.13;-1.10866262452161;2.29253475714054;"6"
7.6;0.26;0.47;0.470003629245736;0.068;5;55;0.9944;3.1;-0.798507696217772;2.26176309847379;"5"
7.6;0.21;0.44;0.641853886172395;0.036;10;119;0.9913;3.01;-0.356674943938732;2.54944517092557;"6"
6.9;0.25;0.26;1.64865862558738;0.024;36;135;0.9948;3.16;-0.328504066972036;2.37024374146786;"7"
7.3;0.22;0.4;2.69124308278583;0.042;44.5;129.5;0.9998;3.36;-0.891598119283784;2.2082744135228;"7"
6.2;0.37;0.22;2.11625551480255;0.025;36;216;0.9964;3.33;-0.510825623765991;2.26176309847379;"6"
7.9;0.22;0.45;2.65324196460721;0.038;53;141;0.9992;3.03;-0.776528789498996;2.21920348405499;"6"
6.9;0.25;0.26;1.64865862558738;0.024;36;135;0.9948;3.16;-0.328504066972036;2.37024374146786;"7"
7.3;0.22;0.4;2.69124308278583;0.042;44.5;129.5;0.9998;3.36;-0.891598119283784;2.2082744135228;"7"
7.4;0.25;0.37;1.93152141160321;0.02;14;93;0.9939;3;-0.7339691750802;2.37024374146786;"7"
6.8;0.18;0.37;0.405465108108164;0.027;37;93;0.992;3.3;-0.798507696217772;2.37954613413017;"6"
7;0.17;0.37;0.405465108108164;0.028;26;75;0.9922;3.3;-0.776528789498996;2.37954613413017;"7"
6.4;0.3;0.38;2.05412373369555;0.046;35;192;0.9955;3.1;-0.994252273343867;2.19722457733622;"5"
5;0.33;0.16;0.405465108108164;0.049;10;97;0.9917;3.48;-0.82098055206983;2.37024374146786;"6"
5;0.33;0.16;0.405465108108164;0.049;10;97;0.9917;3.48;-0.82098055206983;2.37024374146786;"6"
7;0.26;0.46;2.74406063862524;0.037;61;171;0.9986;2.94;-1.04982212449868;2.17475172148416;"6"
6.4;0.3;0.38;2.05412373369555;0.046;35;192;0.9955;3.1;-0.994252273343867;2.19722457733622;"5"
6.3;0.21;0.4;0.53062825106217;0.031;48;134;0.9917;3.42;-0.713349887877465;2.4423470353692;"6"
8;0.23;0.46;0.405465108108164;0.03;30;125;0.9907;3.23;-0.755022584278033;2.52572864430826;"6"
7.3;0.27;0.39;1.90210752639692;0.064;28;188;0.9958;3.29;-1.20397280432594;2.27212588550934;"5"
7.6;0.32;0.36;0.470003629245736;0.04;32;155;0.993;3.23;-0.653926467406664;2.42480272571829;"6"
5;0.33;0.16;0.405465108108164;0.049;10;97;0.9917;3.48;-0.82098055206983;2.37024374146786;"6"
8;0.28;0.42;1.96009478404727;0.045;41;169;0.9959;3.17;-0.843970070294529;2.36085400111802;"5"
8.2;0.37;0.36;0;0.034;17;93;0.9906;3.04;-1.13943428318836;2.45958884180371;"8"
7.2;0.26;0.44;1.96009478404727;0.027;25;126;0.993;3.02;-1.07880966137193;2.40694510831829;"8"
8.2;0.37;0.36;0;0.034;17;93;0.9906;3.04;-1.13943428318836;2.45958884180371;"8"
6.4;0.23;0.33;0.139761942375159;0.044;15.5;217.5;0.992;3.33;-0.82098055206983;2.39789527279837;"6"
5.9;0.4;0.32;1.79175946922805;0.034;50;127;0.992;3.51;-0.544727175441672;2.52572864430826;"7"
7.6;0.28;0.39;0.182321556793955;0.038;21;115;0.994;3.16;-0.400477566597125;2.30258509299405;"6"
8;0.28;0.42;1.96009478404727;0.045;41;169;0.9959;3.17;-0.843970070294529;2.36085400111802;"5"
7.2;0.23;0.39;0.832909122935104;0.033;29;102;0.9908;3.26;-0.616186139423817;2.50959926237837;"7"
6.8;0.32;0.37;1.22377543162212;0.023;19;87;0.9902;3.14;-0.63487827243597;2.54160199346455;"6"
7.2;0.23;0.39;0.832909122935104;0.033;29;102;0.9908;3.26;-0.616186139423817;2.50959926237837;"7"
6.9;0.18;0.38;1.87180217690159;0.039;20;110;0.9943;3.1;-0.867500567704723;2.35137525716348;"5"
8.3;0.33;0.42;0.139761942375159;0.033;18;96;0.9911;3.2;-1.13943428318836;2.51769647261099;"3"
7.3;0.29;0.3;2.56494935746154;0.043;46;238;0.9986;3.06;-0.891598119283784;2.16332302566054;"6"
7.9;0.41;0.37;1.50407739677627;0.03;40;114;0.992;3.17;-0.616186139423817;2.51769647261099;"7"
7.9;0.44;0.37;1.76644166124377;0.033;27;93;0.992;3.16;-0.616186139423817;2.53369681395743;"7"
7.7;0.39;0.3;1.64865862558738;0.037;29;131;0.9943;3.38;-0.82098055206983;2.39789527279837;"6"
7.7;0.26;0.31;0.262364264467491;0.043;47;155;0.9937;3.42;-0.693147180559945;2.31253542384721;"6"
7.8;0.32;0.31;0.53062825106217;0.036;46;195;0.993;3.03;-0.7339691750802;2.35137525716348;"5"
6.8;0.32;0.37;1.22377543162212;0.023;19;87;0.9902;3.14;-0.63487827243597;2.54160199346455;"6"
